sequence	trait1	metadata_NSTI
Achromobacter_kerstersii-_-HG324052--_LMG_3441_T	4.27441203649632	0.25137
Achromobacter_marplatensis-_-HE613447--_R-46660_T	4.27441203649632	0.25836
Achromobacter_mucicolens-_-HE613446--_R-46658_T	4.27441203649632	0.24996
Achromobacter_pestifer-_-HG324051--_LMG_3431_T	4.27441203649632	0.25346
Achromobacter_piechaudii-_-AB010841--_EY3860_=_ATCC43552_T	4.27441203649632	0.25517
Achromobacter_pulmonis-_-HE798552--_R-16442_T	4.27441203649632	0.24506
Achromobacter_ruhlandii-_-AB010840--_EY3918_=_ATCC15749_T	4.27441203649632	0.25062
Achromobacter_spanius-_-AY170848--_LMG_5911_T	4.27441203649632	0.25137
Achromobacter_veterisilvae-_-LT976503--_LMG_30378_T	4.27441203649632	0.24086
Achromobacter_xylosoxidans-_-Y14908--_DSM_10346_T	4.27441203649632	0.24716
Acidaminobacter_hydrogenoformans-_-AF016691--_glu_65_T	19.1490465773537	0.472981
Acidaminococcus_fermentans-_-CP001859--_DSM_20731_T	19.1490465773537	0.51649
Acidaminococcus_hominis-_-OL617415--_NSJ-142T	19.1490465773537	0.49499
Acidaminococcus_intestini-_-AF473835--_ADV_255.99_T	19.1490465773537	0.49603
Acidianus_ambivalens-_-D85506--_DSM3772_T	18.7514076922271	0.98039
Acidianus_brierleyi-_-X90477--_DSM_1651_T	18.7514076922271	1.02898
Acidianus_infernus-_-D85505--_DSM3191_T	18.7514076922271	0.97894
Acidianus_sulfidivorans-_-AY907891--_JP7_T	18.7514076922271	1.00984
Acidibacter_ferrireducens-_-JX412366--_MCF85_T	8.22014147600838	0.265291
Acidibrevibacterium_fodinaquatile-_-KY777995--_G45-3_T	18.2905005040055	0.577671
Acidicaldus_organivorans-_-AY140238--_Y008_T	18.2905005040055	0.604421
Acidicapsa_acidiphila-_-KF017280--_MCF10_T	19.1490465773537	0.62337
Acidicapsa_acidisoli-_-LC027464--_SK-11_T	19.1490465773537	0.61556
Acidicapsa_borealis-_-FR774763--_KA1_=_DSM_23886_T	19.1490465773537	0.62031
Acidicapsa_dinghuensis-_-MF150300--_4GSKX_T	19.1490465773537	0.60482
Acidicapsa_ferrireducens-_-KC662255--_MCF9_T	19.1490465773537	0.61927
Acidicapsa_ligni-_-EU780204--_WH120_T	19.1490465773537	0.61755
Acididesulfobacillus_acetoxydans-_-NR_184592--_INE_/type_materialtype_strain_of_AcididesulfobacillusacetoxydansT	19.1490465773537	0.458651
Acidiferrimicrobium_australe-_-MF503098--_USS-CCA1_T	18.7514076922271	0.346882
Acidiferrobacter_thiooxydans-_-AF387301--_m-1-_DSM_2392_T	8.22014147600838	0.276311
Acidihalobacter_aeolianus-_-CP017448--_V6_T	18.2905005040055	0.25778
Acidihalobacter_ferrooxydans-_-CP019434--_V8_n_T	18.2905005040055	0.27719
Acidihalobacter_yilgarnensis-_-JQSG02000006--_DSM_5130_T	18.2905005040055	0.2641
Acidilobus_aceticus-_-AF191225--_Z-1904_T	18.7514076922271	0.93993
Acidilobus_saccharovorans-_-CP001742--_345-15_T	18.7514076922271	0.93534
Acidiluteibacter_ferrifornacis-_-MN240441--_S-15_T	18.7514076922271	0.752001
Acidilutibacter_cellobiosedens-_-MN389521--_JN-28T	19.1490465773537	0.546421
Acidimangrovimonas_pyrenivorans-_-MF774691--_PrR001_T	18.2905005040055	0.6698
Acidimangrovimonas_sediminis-_-KX099618--_MS2-2_T	18.2905005040055	0.65586
Acidimicrobium_ferrooxidans-_-CP001631--_DSM_10331_T	18.7514076922271	0.370432
Acidiphilium_acidophilum-_-D86511--_ATCC27807_T	18.2905005040055	0.65442
Acidiphilium_angustum-_-D30772--_ATCC_35903_T	18.2905005040055	0.64947
Acidiphilium_cryptum-_-D30773--_ATCC_33463_T	18.2905005040055	0.61826
Acidiphilium_iwatense-_-AB561883--_MS8_T	18.2905005040055	0.63925
Acidiphilium_multivorum-_-AB006711--_AIU_301_T	18.2905005040055	0.61897
Acidiphilium_organovorum-_-D30775--_ATCC_43141_T	18.2905005040055	0.62041
Acidiphilium_rubrum-_-D30776--_ATCC_35905_T	18.2905005040055	0.64947
Acidipila_rosea-_-AB561884--_AP8_T	19.1490465773537	0.674191
Acidiplasma_aeolicum-_-AM943980--_DSM_18409_=_JCM_14615_T	18.7514076922271	1.12378
Acidiplasma_cupricumulans-_-AY907888--_BH2_T	18.7514076922271	1.12374
Acidipropionibacterium_acidipropionici-_-AJ704570--_NCFB_570_T	8.29656377405055	0.45983
Acidipropionibacterium_damnosum-_-JQ283461--_IGBL13_T	8.29656377405055	0.46871
Acidipropionibacterium_jensenii-_-AJ704571--_DSM_20535_T	8.29656377405055	0.46953
Acidipropionibacterium_microaerophilum-_-AF234623--_M5_T	8.29656377405055	0.46662
Acidipropionibacterium_olivae-_-JQ283460--_IGBL1_T	8.29656377405055	0.46727
Acidipropionibacterium_thoenii-_-AJ704572--_NCFB_568_T	8.29656377405055	0.47088
Acidipropionibacterium_virtanenii-_-MG596783--_JS278_T	8.29656377405055	0.45121
Acidisarcina_polymorpha-_-MH396772--_SBC82T	19.1490465773537	0.679611
Acidisoma_cellulosilyticum-_-MW463051--_HW_T5.17_T	18.2905005040055	0.61397
Acidisoma_sibiricum-_-AM947653--_TPB606_T	18.2905005040055	0.61081
Acidisoma_silvae-_-MW463052--_HW_T2.11_T	18.2905005040055	0.6035
Acidisoma_tundrae-_-AM947652--_WM1_T	18.2905005040055	0.60508
Acidisphaera_rubrifaciens-_-D86512--_HS-AP3_T	18.2905005040055	0.574241
Aciditerrimonas_ferrireducens-_-AB517669--_IC-180_T	18.7514076922271	0.327192
Acidithiobacillus_albertensis-_-KF537578--_DSM_14366_T	18.2905005040055	0.38006
Acidithiobacillus_caldus-_-CP005986--_ATCC_51756_T	18.2905005040055	0.34635
Acidithiobacillus_ferrianus-_-MN733279--_MG_T	18.2905005040055	0.36472
Acidithiobacillus_ferridurans-_-AJ278719--_ATCC33020_T	18.2905005040055	0.36499
Acidithiobacillus_ferriphilus-_-KR905751--_M20_T	18.2905005040055	0.3636
Acidithiobacillus_ferrivorans-_-AF376020--_NO-37_T	18.2905005040055	0.36891
Acidithiobacillus_ferrooxidans-_-CP001219--_ATCC_23270_T	18.2905005040055	0.36052
Acidithiobacillus_sulfuriphilus-_-MK193868--_CJ-2_T	18.2905005040055	0.35001
Acidithiobacillus_thiooxidans-_-AFOH01000120--_ATCC_19377_T	18.2905005040055	0.37867
Acidithrix_ferrooxidans-_-KC208497--_Py-F3T	18.7514076922271	0.387732
Acidobacterium_ailaaui-_-KX306477--_PMMR2_T	19.1490465773537	0.691071
Acidobacterium_capsulatum-_-CP001472--_ATCC_51196_T	19.1490465773537	0.698061
Acidocella_aluminiidurans-_-AB362219--_AL46_T	18.2905005040055	0.64754
Acidocella_aminolytica-_-D30771--_101_T	18.2905005040055	0.65266
Acidocella_aquatica-_-LC199502--_OK2G_T	18.2905005040055	0.63067
Acidocella_aromatica-_-KC590088--_PFBC_T	18.2905005040055	0.65886
Acidocella_facilis-_-D30774--_ATCC_35904_T	18.2905005040055	0.64899
Acidomonas_methanolica-_-X77468--_LMG_1668_T	18.2905005040055	0.652131
Acidothermus_cellulolyticus-_-AJ007290--_ATCC_43068_T	18.7514076922271	0.255222
Acidovorax_anthurii-_-AJ007013--_CFBP_3232_LTP__T	4.27441203649632	0.3302
Acidovorax_avenae-_-AF137505--_ICMP_3183_T	4.27441203649632	0.29288
Acidovorax_caeni-_-AM084006--_R-24608_T	4.27441203649632	0.28304
Acidovorax_carolinensis-_-EU910093--_NA3_T	4.27441203649632	0.2718
Acidovorax_cattleyae-_-AF137504--_ICMP_2826_T	4.27441203649632	0.29357
Acidovorax_citrulli-_-AF137506--_ICMP_7500_T	4.27441203649632	0.29287
Acidovorax_defluvii-_-Y18616--_BSB411_T	4.27441203649632	0.27459
Acidovorax_delafieldii-_-AF078764--_ATCC_17505_T	4.27441203649632	0.27033
Acidovorax_facilis-_-AF078765--_CCUG_2113_T	4.27441203649632	0.2668
Acidovorax_kalamii-_-KY425604--_KNDSW-TSA6_T	4.27441203649632	0.28017
Acidovorax_lacteus-_-KY287949--_M36_T	4.27441203649632	0.3361
Acidovorax_monticola-_-KY313411--_K-4-16_T	4.27441203649632	0.33445
Acidovorax_oryzae-_-DQ360414--_FC-143_T	4.27441203649632	0.29217
Acidovorax_radicis-_-HM027578--_N35_T	4.27441203649632	0.26689
Acidovorax_soli-_-FJ599672--_BL21_T	4.27441203649632	0.28168
Acidovorax_temperans-_-AF078766--_CCUG_11779_T	4.27441203649632	0.28093
Acidovorax_valerianellae-_-AJ431731--_CFBP_4730_T	4.27441203649632	0.2936
Acidovorax_wautersii-_-JQ946365--_NF1078_T	4.27441203649632	0.28096
Acinetobacter_albensis-_-KR611794--_ANC_3931_T	7.96111061870562	0.08199
Acinetobacter_amyesii-_-ON598627--_ANC5579T	7.96111061870562	0.05322
Acinetobacter_apis-_-JX402203--_HYN18_T	7.96111061870562	0.11781
Acinetobacter_baretiae-_-MN709041--_B10A_T	7.96111061870562	0.12712
Acinetobacter_baylyi-_-APPT01000006--_CIP_107474_T	7.96111061870562	0.05398
Acinetobacter_beijerinckii-_-AJ626712--_NIPH_838_=_LUH_4759_T	7.96111061870562	0.06439
Acinetobacter_bereziniae-_-APQG01000050--_CIP_70.12_T	7.96111061870562	0.08343
Acinetobacter_bohemicus-_-KF679797--_ANC_3994_T	7.96111061870562	0.08912
Acinetobacter_boissieri-_-JQ771141--_SAP_284.1_T	7.96111061870562	0.12346
Acinetobacter_bouvetii-_-APQD01000004--_CIP_107468_T	7.96111061870562	0.06874
Acinetobacter_brisouii-_-DQ832256--_5YN5-8_T	7.96111061870562	0.08438
Acinetobacter_calcoaceticus-_-AJ888983--_NCCB_22016_T	7.96111061870562	0.08972
Acinetobacter_celticus-_-KX548337--_ANC_3831_T	7.96111061870562	0.0893
Acinetobacter_chengduensis-_-MK796535--_WCHAc060005_T	7.96111061870562	0.08701
Acinetobacter_chinensis-_-CP032134--_WCHAc010005_T	7.96111061870562	0.06663
Acinetobacter_courvalinii-_-KT997472--_ANC_3623_T	7.96111061870562	0.03981
Acinetobacter_cumulans-_-CP035934--_WCHAc060092_T	7.96111061870562	0.07853
Acinetobacter_defluvii-_-KY435933--_WCHA30_T	7.96111061870562	0.09469
Acinetobacter_dispersus-_-KT997473--_ANC_4105_T	7.96111061870562	0.08972
Acinetobacter_entericus-_-OP713786--_BIT-DXN8_/type_materialtype_strain_of_Acinetobacter_entericusT	7.96111061870562	0.07875
Acinetobacter_equi-_-KC494698--_114_T	7.96111061870562	0.06175
Acinetobacter_gandensis-_-KM206131--_UG_60467_T	7.96111061870562	0.10205
Acinetobacter_geminorum-_-MT380471--_J000019T	7.96111061870562	0.0911
Acinetobacter_gerneri-_-APPN01000046--_CIP_107464_T	7.96111061870562	0.05045
Acinetobacter_guerrae-_-KX870878--_AC_1271_T	7.96111061870562	0.08751
Acinetobacter_guillouiae-_-APOS01000028--_CIP_63.46_T	7.96111061870562	0.07437
Acinetobacter_gyllenbergii-_-AJ293694--_RUH_422_=_NIPH_2150_=_ACI_651_T	7.96111061870562	0.0589
Acinetobacter_haemolyticus-_-APQQ01000002--_CIP_64.3_T	7.96111061870562	0.05822
Acinetobacter_halotolerans-_-KT032155--_R160_T	7.96111061870562	0.03991
Acinetobacter_harbinensis-_-KC843488--_HITLi_7_T	7.96111061870562	0.0872
Acinetobacter_ihumii-_-LR031292--_Marseille-P8049T	7.96111061870562	0.10948
Acinetobacter_indicus-_-JQ608323--_1NM-4_T	7.96111061870562	0.12901
Acinetobacter_johnsonii-_-APON01000041--_CIP_64.6_T	7.96111061870562	0.06029
Acinetobacter_junii-_-X81664--_DSM_6964_LTP__T	7.96111061870562	0.0666
Acinetobacter_kanungonis-_-MW114828--_PS-1_T	7.96111061870562	0.0772
Acinetobacter_kookii-_-JX137279--_11-0202_T	7.96111061870562	0.06207
Acinetobacter_lactucae-_-KU921101--_NRRL_B-41902_T	7.96111061870562	0.08413
Acinetobacter_lanii-_-MK990276--_185__T	7.96111061870562	0.07222
Acinetobacter_larvae-_-KU560468--_BRTC-1_T	7.96111061870562	0.09699
Acinetobacter_lwoffii-_-APQS01000019--_CIP_64.10_T	7.96111061870562	0.11414
Acinetobacter_modestus-_-KT997474--_NIPH_236_T	7.96111061870562	0.06939
Acinetobacter_nectaris-_-JQ771132--_SAP_763.2_T	7.96111061870562	0.11922
Acinetobacter_nematophilus-_-OP818110--_A-IN1_/type_materialtype_strain_of_Acinetobacter_nematophilusT	7.96111061870562	0.08442
Acinetobacter_nosocomialis-_-HQ180192--_RUH_2376_T	7.96111061870562	0.10386
Acinetobacter_parvus-_-AIEB01000124--_DSM_16617_T	7.96111061870562	0.08554
Acinetobacter_piscicola-_-MF062566--_LW15_T	7.96111061870562	0.07008
Acinetobacter_pittii-_-HQ180184--_LMG_1035_T	7.96111061870562	0.09043
Acinetobacter_pollinis-_-MN701878--_SCC77_T	7.96111061870562	0.12004
Acinetobacter_populi-_-KM518626--_PBJ7_T	7.96111061870562	0.03148
Acinetobacter_portensis-_-KX870877--_AC_877_T	7.96111061870562	0.06902
Acinetobacter_pragensis-_-KX014586--_ANC_4149_T	7.96111061870562	0.06308
Acinetobacter_proteolyticus-_-KT997475--_NIPH_809_T	7.96111061870562	0.05677
Acinetobacter_pseudolwoffii-_-PHRG01000000--_ANC_5044_T	7.96111061870562	0.09877
Acinetobacter_puyangensis-_-JN664255--_BQ4-1_T	7.96111061870562	0.05041
Acinetobacter_qingfengensis-_-JX982123--_2BJ1_T	7.96111061870562	0.11801
Acinetobacter_radioresistens-_-BAGY01000082--_NBRC_102413_T	7.96111061870562	0.09603
Acinetobacter_rathckeae-_-MN701873--_EC24_T	7.96111061870562	0.12259
Acinetobacter_rudis-_-EF204258--_G30_T	7.96111061870562	0.0879
Acinetobacter_schindleri-_-APPQ01000011--_CIP_107287_T	7.96111061870562	0.06091
Acinetobacter_sedimenti-_-MW282900--_A3.8T	7.96111061870562	0.07782
Acinetobacter_seifertii-_-FJ860878--_LUH_1472_T	7.96111061870562	0.10019
Acinetobacter_shaoyimingii-_-MT138534--_323-1__T	7.96111061870562	0.0799
Acinetobacter_sichuanensis-_-MH179327--_WCHAc060041_T	7.96111061870562	0.06522
Acinetobacter_silvestris-_-OM630156--_ANC_4999_T	7.96111061870562	0.07502
Acinetobacter_soli-_-EU290155--_B1_T	7.96111061870562	0.05052
Acinetobacter_stercoris-_-MT138756--_KPC-SM-21_T	7.96111061870562	0.03504
Acinetobacter_tandoii-_-HE651929--_DSM_14970_T	7.96111061870562	0.07792
Acinetobacter_terrae-_-JABERI010000001--_ANC_4282_T	7.96111061870562	0.07361
Acinetobacter_terrestris-_-SJNZ01000001--_ANC_4471_T	7.96111061870562	0.07431
Acinetobacter_tibetensis-_-ON138910--_Y-23T	7.96111061870562	0.0552
Acinetobacter_tjernbergiae-_-HE651928--_DSM_14971_T	7.96111061870562	0.07578
Acinetobacter_towneri-_-APPY01000064--_CIP_107472_T	7.96111061870562	0.12486
Acinetobacter_ursingii-_-APQA01000026--_CIP_107286_T	7.96111061870562	0.08788
Acinetobacter_variabilis-_-KP278590--_NIPH_2171_T	7.96111061870562	0.10442
Acinetobacter_venetianus-_-AJ295007--_ATCC_31012_T	7.96111061870562	0.05398
Acinetobacter_vivianii-_-KT997477--_NIPH_2168_T	7.96111061870562	0.03633
Acinetobacter_wanghuae-_-MK226441--_dk386__T	7.96111061870562	0.09821
Acinetobacter_wuhouensis-_-KY853661--_WCHA60_T	7.96111061870562	0.08623
Acrocarpospora_catenulata-_-MZ182294--_H8750T	8.29656377405055	0.33623
Acrocarpospora_corrugata-_-AB188150--_NBRC_13972T_T	8.29656377405055	0.32272
Acrocarpospora_macrocephala-_-AB025318--_IFO_16266_T	8.29656377405055	0.34124
Acrocarpospora_phusangensis-_-AB649124--_PS33-18_T	8.29656377405055	0.33976
Acrocarpospora_pleiomorpha-_-AB006174--_R-31_T	8.29656377405055	0.34476
Actibacter_haliotis-_-KC193210--_W113_T	18.7514076922271	0.8723
Actibacter_sediminis-_-EF670651--_JC2129_T	18.7514076922271	0.86904
Actibacterium_atlanticum-_-KJ159064--_22II-S11-z10_T	18.2905005040055	0.71455
Actibacterium_lipolyticum-_-KJ889015--_SSK1-4_T	18.2905005040055	0.68867
Actibacterium_mucosum-_-HE590855--_CECT_7668_T	18.2905005040055	0.72121
Actibacterium_naphthalenivorans-_-KP272155--_NS6_T	18.2905005040055	0.70262
Actibacterium_pelagium-_-KY273602--_JN33_T	18.2905005040055	0.70118
Actibacterium_ureilyticum-_-KP162062--_LS-811_T	18.2905005040055	0.72258
Actimicrobium_antarcticum-_-HQ699437--_KOPRI_25157__T	4.27441203649632	0.245021
Actinoallomurus_acaciae-_-EU429322--_GMKU_931_T	8.29656377405055	0.28548
Actinoallomurus_acanthiterrae-_-JQ085862--_2614A723_T	8.29656377405055	0.29461
Actinoallomurus_amamiensis-_-AB364583--_TT00-28_-=_NBRC_103682-_T	8.29656377405055	0.28478
Actinoallomurus_bryophytorum-_-KJ425409--_NEAU-TX1-15_T	8.29656377405055	0.29684
Actinoallomurus_caesius-_-AB364589--_A3015_-=_NBRC_103678-_T	8.29656377405055	0.28618
Actinoallomurus_coprocola-_-AB364579--_TT04-09_-=_NBRC_103688-_T	8.29656377405055	0.28123
Actinoallomurus_fulvus-_-AB364582--_TT99-66_-=_NBRC_103680-_T	8.29656377405055	0.28548
Actinoallomurus_iriomotensis-_-AB364586--_TT02-47_-=_NBRC_103685-_T	8.29656377405055	0.28051
Actinoallomurus_liliacearum-_-AB668306--_K10-0485_T	8.29656377405055	0.31518
Actinoallomurus_luridus-_-AB364585--_TT02-15_-=_NBRC_103683-_T	8.29656377405055	0.31302
Actinoallomurus_oryzae-_-EU420071--_GMKU_370_T	8.29656377405055	0.28405
Actinoallomurus_purpureus-_-AB364588--_TTN02-30_-=_NBRC_103687-_T	8.29656377405055	0.3031
Actinoallomurus_radicium-_-AB578855--_K08-0182_T	8.29656377405055	0.29753
Actinoallomurus_spadix-_-AJ293712--_IMSNU_20015T_T	8.29656377405055	0.29956
Actinoallomurus_vinaceus-_-AB668307--_K10-0528_T	8.29656377405055	0.29349
Actinoallomurus_yoronensis-_-AB364584--_TTN02-22_-=_NBRC_103686-_T	8.29656377405055	0.29684
Actinoalloteichus_cyanogriseus-_-HG917901--_DSM_40103_T	8.29656377405055	0.28727
Actinoalloteichus_hoggarensis-_-KJ504175--_AH97_T	8.29656377405055	0.27181
Actinoalloteichus_hymeniacidonis-_-CP014859--_HPA177-T-_-=DSM_45092-T--_n_T	8.29656377405055	0.27242
Actinoalloteichus_nanshanensis-_-GQ926935--_NEAU_119_T	8.29656377405055	0.27454
