Attribute_group	Rank	Fold	Attribute	mcc
gram_stain	genus	Fold8	gram_stain_variable	0
gram_stain	genus	Fold9	gram_stain_negative	0.9050349822456143
gram_stain	genus	Fold9	gram_stain_positive	0.9822624008592356
gram_stain	genus	Fold9	gram_stain_variable	0.5680375574437545
gram_stain	species	Fold1	gram_stain_negative	0.9552444018542637
gram_stain	species	Fold1	gram_stain_positive	0.9098470389618573
gram_stain	species	Fold1	gram_stain_variable	0
gram_stain	species	Fold10	gram_stain_negative	0.9552283558522899
gram_stain	species	Fold10	gram_stain_positive	0.9396475312251306
gram_stain	species	Fold2	gram_stain_negative	0.9475065216145429
gram_stain	species	Fold2	gram_stain_positive	0.9385316398402207
gram_stain	species	Fold2	gram_stain_variable	1
gram_stain	species	Fold3	gram_stain_negative	0.935165002600906
gram_stain	species	Fold3	gram_stain_positive	0.9343518476971313
gram_stain	species	Fold3	gram_stain_variable	0.7057863191917289
gram_stain	species	Fold4	gram_stain_negative	0.9138772174791595
gram_stain	species	Fold4	gram_stain_positive	0.9551348641399561
gram_stain	species	Fold4	gram_stain_variable	1
gram_stain	species	Fold5	gram_stain_negative	0.9411077609119091
gram_stain	species	Fold5	gram_stain_positive	0.9324593929391882
gram_stain	species	Fold5	gram_stain_variable	0
gram_stain	species	Fold6	gram_stain_negative	0.9481266756408872
gram_stain	species	Fold6	gram_stain_positive	0.9545291246348414
gram_stain	species	Fold6	gram_stain_variable	0
gram_stain	species	Fold7	gram_stain_negative	0.9417135043761049
gram_stain	species	Fold7	gram_stain_positive	0.9554171355772988
gram_stain	species	Fold7	gram_stain_variable	0
gram_stain	species	Fold8	gram_stain_negative	0.9699280329159741
gram_stain	species	Fold8	gram_stain_positive	0.9545291246348414
gram_stain	species	Fold8	gram_stain_variable	0
gram_stain	species	Fold9	gram_stain_negative	0.9545291246348414
gram_stain	species	Fold9	gram_stain_positive	0.9379120397627343
gram_stain	species	Fold9	gram_stain_variable	0.7057813689974892
gram_stain	strain	Fold1	gram_stain_negative	0.889341236563079
gram_stain	strain	Fold1	gram_stain_positive	0.9627197246824659
gram_stain	strain	Fold1	gram_stain_variable	0
gram_stain	strain	Fold10	gram_stain_negative	0.9460633621314504
gram_stain	strain	Fold10	gram_stain_positive	0.9624955767768145
gram_stain	strain	Fold10	gram_stain_variable	0
gram_stain	strain	Fold2	gram_stain_negative	0.9297030849077337
gram_stain	strain	Fold2	gram_stain_positive	0.981185005152911
gram_stain	strain	Fold2	gram_stain_variable	0.5748670307160534
gram_stain	strain	Fold3	gram_stain_negative	0.956437518750037
gram_stain	strain	Fold3	gram_stain_positive	0.9460633621314504
gram_stain	strain	Fold3	gram_stain_variable	0
gram_stain	strain	Fold4	gram_stain_negative	0.9378007243948454
gram_stain	strain	Fold4	gram_stain_positive	0.9145291883606756
gram_stain	strain	Fold4	gram_stain_variable	0
gram_stain	strain	Fold5	gram_stain_negative	0.9559451854188129
gram_stain	strain	Fold5	gram_stain_positive	0.9815018413949381
gram_stain	strain	Fold5	gram_stain_variable	0
gram_stain	strain	Fold6	gram_stain_negative	0.9378007243948454
gram_stain	strain	Fold6	gram_stain_positive	0.943920189924757
gram_stain	strain	Fold6	gram_stain_variable	0
gram_stain	strain	Fold7	gram_stain_negative	0.9098292289146681
gram_stain	strain	Fold7	gram_stain_positive	0.9804296180883383
gram_stain	strain	Fold7	gram_stain_variable	0
gram_stain	strain	Fold8	gram_stain_negative	0.9411190052753818
gram_stain	strain	Fold8	gram_stain_positive	0.9894548898363074
gram_stain	strain	Fold8	gram_stain_variable	0
gram_stain	strain	Fold9	gram_stain_negative	0.9909549376594288
gram_stain	strain	Fold9	gram_stain_positive	0.9455103020057654
gram_stain	strain	Fold9	gram_stain_variable	0
