Physiology	Rank	Fold	Attribute	TP	FP	FN	TN	MCC
arrangement	strain	Fold10	single	54	0	2	8	0.8783100656536799
arrangement	strain	Fold2	branched	3	0	0	62	1
arrangement	strain	Fold2	cell chain	10	0	2	53	0.8961195807649239
arrangement	strain	Fold2	cell cluster	3	0	1	61	0.8590129369261278
arrangement	strain	Fold2	paired cells	22	0	9	34	0.7490929749178454
arrangement	strain	Fold2	single	50	0	1	14	0.95657340530591906
arrangement	strain	Fold2	tetrads	0	0	1	64	0
arrangement	strain	Fold3	branched	0	0	1	64	0
arrangement	strain	Fold3	cell chain	12	0	2	51	0.9081838160118073
arrangement	strain	Fold3	cell cluster	1	0	0	64	1
arrangement	strain	Fold3	paired cells	21	0	7	37	0.7941547822570977
arrangement	strain	Fold3	single	53	0	1	11	0.9485206154979929
arrangement	strain	Fold3	tetrads	0	0	1	64	0
arrangement	strain	Fold4	cell chain	14	0	3	48	0.8803899733585745
arrangement	strain	Fold4	cell cluster	2	0	1	62	0.8099905283919412
arrangement	strain	Fold4	paired cells	23	0	7	35	0.7993052538854533
arrangement	strain	Fold4	single	53	0	3	9	0.8425090080061035
arrangement	strain	Fold4	tetrads	0	0	1	64	0
arrangement	strain	Fold4	v-formation	0	0	1	64	0
arrangement	strain	Fold5	branched	2	0	0	63	1
arrangement	strain	Fold5	cell chain	14	0	4	47	0.8466260090078384
arrangement	strain	Fold5	cell cluster	2	0	0	63	1
arrangement	strain	Fold5	paired cells	20	0	5	40	0.8432740427115678
arrangement	strain	Fold5	single	48	0	2	15	0.9203579866168445
arrangement	strain	Fold5	tetrads	0	0	1	64	0
arrangement	strain	Fold6	branched	1	0	1	63	0.701560760020114
arrangement	strain	Fold6	cell chain	14	0	3	48	0.8803899733585745
arrangement	strain	Fold6	cell cluster	1	0	2	62	0.5682575707077441
arrangement	strain	Fold6	paired cells	24	0	6	35	0.8263938705413374
arrangement	strain	Fold6	single	46	0	2	17	0.9259892765852513
arrangement	strain	Fold6	tetrads	0	0	1	64	0
arrangement	strain	Fold7	branched	0	0	1	63	0
arrangement	strain	Fold7	cell chain	15	0	5	44	0.8206518066482897
arrangement	strain	Fold7	cell cluster	5	0	1	58	0.9051016735969626
arrangement	strain	Fold7	filamentous	0	0	1	63	0
arrangement	strain	Fold7	paired cells	19	0	6	39	0.8115828156551042
arrangement	strain	Fold7	single	53	0	1	10	0.9445929770307908
arrangement	strain	Fold7	tetrads	0	0	1	63	0
arrangement	strain	Fold8	branched	1	0	0	63	1
arrangement	strain	Fold8	cell chain	15	0	3	46	0.8844845533812719
arrangement	strain	Fold8	cell cluster	0	0	2	62	0
arrangement	strain	Fold8	paired cells	24	0	6	34	0.8246211251235321
arrangement	strain	Fold8	single	54	0	3	7	0.8143450710459553
arrangement	strain	Fold9	branched	1	0	2	61	0.5681120688308978
arrangement	strain	Fold9	cell chain	13	0	2	49	0.9125128703542167
arrangement	strain	Fold9	cell cluster	4	0	2	58	0.8027729719194864
arrangement	strain	Fold9	paired cells	19	0	3	42	0.8978087803427889
arrangement	strain	Fold9	single	48	0	2	14	0.9165151389911681
