Physiology	Rank	Fold	Attribute	TP	FP	FN	TN	MCC
shape	all	Fold2	flat	0	0	2	395	0
shape	all	Fold2	pleiomorphic cell	0	0	9	388	0
shape	all	Fold2	sigmoid	0	0	1	396	0
shape	all	Fold2	spirillum	11	0	9	377	0.7329230285665124
shape	all	Fold2	staphylococcus	1	0	1	395	0.7062134052376617
shape	all	Fold2	tail	5	0	0	392	1
shape	all	Fold2	tetrahedral	0	0	1	396	0
shape	all	Fold2	u-shaped	0	0	1	396	0
shape	all	Fold3	bacillus	272	0	19	106	0.8902989960712627
shape	all	Fold3	bent filament	0	0	1	396	0
shape	all	Fold3	coccobacillus	0	0	3	394	0
shape	all	Fold3	coccus	74	0	20	303	0.8593537691774171
shape	all	Fold3	discoid	0	0	1	396	0
shape	all	Fold3	elliptic	0	0	9	388	0
shape	all	Fold3	filamentous	1	0	5	391	0.40566277813263757
shape	all	Fold3	pleiomorphic cell	0	0	5	392	0
shape	all	Fold3	spirillum	12	0	4	381	0.8615148241369921
shape	all	Fold3	staphylococcus	2	0	2	393	0.7053143656770219
shape	all	Fold3	tail	1	0	0	396	1
shape	all	Fold3	wrinkled	0	0	1	396	0
shape	all	Fold4	bacillus	276	0	14	107	0.917391571536272
shape	all	Fold4	clavate	0	0	1	396	0
shape	all	Fold4	coccobacillus	0	0	2	395	0
shape	all	Fold4	coccus	63	0	29	305	0.7907752121079371
shape	all	Fold4	discoid	0	0	1	396	0
shape	all	Fold4	elliptic	0	0	11	386	0
shape	all	Fold4	filamentous	1	0	1	395	0.7062134052376617
shape	all	Fold4	pleiomorphic cell	0	0	4	393	0
shape	all	Fold4	spirillum	13	0	4	380	0.8699081538176495
shape	all	Fold4	staphylococcus	3	0	0	394	1
shape	all	Fold4	tail	3	0	1	393	0.8649256885423785
shape	all	Fold4	triangle	0	0	1	396	0
shape	all	Fold5	bacillus	287	0	17	93	0.8934068710954568
shape	all	Fold5	clavate	0	0	1	396	0
shape	all	Fold5	coccobacillus	0	0	4	393	0
shape	all	Fold5	coccus	55	0	15	327	0.8667485984021435
shape	all	Fold5	discoid	0	0	1	396	0
shape	all	Fold5	elliptic	0	0	12	385	0
shape	all	Fold5	filamentous	1	0	4	392	0.44494920831460977
shape	all	Fold5	pleiomorphic cell	0	0	9	388	0
shape	all	Fold5	spirillum	13	0	5	379	0.8442856667248574
shape	all	Fold5	staphylococcus	2	0	3	392	0.6300492245185734
shape	all	Fold5	tail	4	0	0	393	1
shape	all	Fold5	u-shaped	0	0	1	396	0
shape	all	Fold6	bacillus	287	0	13	97	0.918480299519843
shape	all	Fold6	bent filament	0	0	1	396	0
shape	all	Fold6	clavate	0	0	4	393	0
shape	all	Fold6	coccobacillus	0	0	5	392	0
shape	all	Fold6	coccus	55	0	22	320	0.8175191193132878
shape	all	Fold6	elliptic	1	0	12	384	0.27311549679956754
shape	all	Fold6	filamentous	1	0	2	394	0.575890468448499
shape	all	Fold6	pleiomorphic cell	0	0	13	384	0
shape	all	Fold6	spirillum	14	0	4	379	0.87729970492742
shape	all	Fold6	tail	4	0	0	393	1
shape	all	Fold6	triangle	0	0	1	396	0
shape	all	Fold7	bacillus	285	0	17	95	0.8946882831107531
shape	all	Fold7	coccobacillus	0	0	4	393	0
shape	all	Fold7	coccus	54	0	21	322	0.822142546853609
shape	all	Fold7	elliptic	1	0	12	384	0.27311549679956754
shape	all	Fold7	filamentous	3	0	1	393	0.8649256885423785
shape	all	Fold7	pleiomorphic cell	0	0	9	388	0
shape	all	Fold7	polyhedral shape	0	0	1	396	0
shape	all	Fold7	spirillum	16	0	5	376	0.86712514191928
shape	all	Fold7	tail	5	0	0	392	1
shape	all	Fold8	bacillus	282	0	16	98	0.9019387258603773
shape	all	Fold8	bent filament	0	0	1	395	0
shape	all	Fold8	clavate	0	0	1	395	0
shape	all	Fold8	coccobacillus	0	0	2	394	0
shape	all	Fold8	coccus	58	0	14	324	0.8787430506766049
shape	all	Fold8	discoid	0	0	2	394	0
shape	all	Fold8	elliptic	0	0	16	380	0
shape	all	Fold8	filamentous	5	0	5	386	0.7025710911412573
shape	all	Fold8	pleiomorphic cell	0	0	14	382	0
shape	all	Fold8	sigmoid	0	0	1	395	0
shape	all	Fold8	spirillum	18	0	3	375	0.9221388919541469
shape	all	Fold8	staphylococcus	3	0	1	392	0.8649228885013017
shape	all	Fold8	tail	2	0	0	394	1
shape	all	Fold8	triangle	0	0	1	395	0
shape	all	Fold9	bacillus	277	0	10	109	0.9402399595040561
shape	all	Fold9	bent filament	0	0	1	395	0
shape	all	Fold9	clavate	0	0	1	395	0
shape	all	Fold9	coccobacillus	0	0	6	390	0
shape	all	Fold9	coccus	59	0	18	319	0.8516497716878335
shape	all	Fold9	elliptic	0	0	10	386	0
shape	all	Fold9	filamentous	2	0	6	388	0.4961782879177758
shape	all	Fold9	flat	0	0	1	395	0
shape	all	Fold9	pleiomorphic cell	0	0	11	385	0
shape	all	Fold9	spirillum	24	0	3	369	0.93899969654283
shape	all	Fold9	staphylococcus	3	0	1	392	0.8649228885013017
shape	all	Fold9	tail	1	0	0	395	1
shape	all	Fold9	tetrahedral	0	0	1	395	0
shape	genus	Fold1	bacillus	79	0	6	33	0.8868062580781193
shape	genus	Fold1	clavate	0	0	1	117	0
shape	genus	Fold1	coccobacillus	0	0	5	113	0
shape	genus	Fold1	coccus	12	0	22	84	0.5288565345953851
shape	genus	Fold1	elliptic	2	0	10	106	0.39025485336471166
shape	genus	Fold1	filamentous	0	0	3	115	0
shape	genus	Fold1	pleiomorphic cell	1	0	7	110	0.34281389633643433
shape	genus	Fold1	spirillum	3	0	3	112	0.6978227007909175
shape	genus	Fold1	tetrahedral	0	0	1	117	0
shape	genus	Fold1	triangle	0	0	1	117	0
shape	genus	Fold1	wrinkled	0	0	1	117	0
shape	genus	Fold10	bacillus	82	0	7	28	0.8585328483438437
shape	genus	Fold10	clavate	0	0	1	116	0
shape	genus	Fold10	coccus	11	0	15	91	0.6026670284409221
shape	genus	Fold10	discoid	0	0	2	115	0
shape	genus	Fold10	elliptic	1	0	12	104	0.2626128657194451
shape	genus	Fold10	filamentous	2	0	2	113	0.7009310578267216
shape	genus	Fold10	pleiomorphic cell	2	0	8	107	0.4313779740804335
shape	genus	Fold10	spirillum	3	0	4	110	0.6430659644130344
shape	genus	Fold10	triangle	0	0	2	115	0
shape	genus	Fold2	bacillus	76	0	6	36	0.8913052715585238
shape	genus	Fold2	coccobacillus	0	0	6	112	0
shape	genus	Fold2	coccus	23	0	17	78	0.6870991654469496
shape	genus	Fold2	discoid	0	0	1	117	0
shape	genus	Fold2	dumbbell-shaped	0	0	1	117	0
shape	genus	Fold2	elliptic	5	0	9	104	0.5733217690108624
shape	genus	Fold2	filamentous	0	0	1	117	0
shape	genus	Fold2	flat	0	0	1	117	0
shape	genus	Fold2	pleiomorphic cell	2	0	9	107	0.4095260660154388
shape	genus	Fold2	spirillum	1	0	3	114	0.4935481167928245
shape	genus	Fold3	bacillus	73	0	6	39	0.8948988109593956
shape	genus	Fold3	clavate	0	0	1	117	0
shape	genus	Fold3	coccobacillus	0	0	1	117	0
shape	genus	Fold3	coccus	10	0	25	83	0.46859014028969875
shape	genus	Fold3	discoid	0	0	2	116	0
shape	genus	Fold3	elliptic	2	0	12	104	0.3578810105803187
shape	genus	Fold3	filamentous	1	0	8	109	0.32173555939690107
shape	genus	Fold3	pleiomorphic cell	4	0	4	110	0.6945906278887423
shape	genus	Fold3	polyhedral shape	0	0	1	117	0
shape	genus	Fold3	rectangle	0	0	1	117	0
shape	genus	Fold3	spirillum	1	0	7	110	0.34281389633643433
shape	genus	Fold3	triangle	0	0	1	117	0
shape	genus	Fold4	bacillus	82	0	7	29	0.8615087076943614
shape	genus	Fold4	bent filament	0	0	2	116	0
shape	genus	Fold4	clavate	0	0	1	117	0
shape	genus	Fold4	coccobacillus	0	0	5	113	0
shape	genus	Fold4	coccus	14	0	18	86	0.6014805451166697
shape	genus	Fold4	elliptic	1	0	10	107	0.2883384870930052
shape	genus	Fold4	filamentous	0	0	5	113	0
shape	genus	Fold4	pleiomorphic cell	2	0	7	109	0.4569598018823959
shape	genus	Fold4	sigmoid	0	0	1	117	0
shape	genus	Fold4	spirillum	1	0	8	109	0.32173555939690107
shape	genus	Fold4	u-shaped	0	0	1	117	0
shape	genus	Fold5	bacillus	74	0	7	37	0.8764918339063984
shape	genus	Fold5	clavate	0	0	2	116	0
shape	genus	Fold5	coccobacillus	0	0	4	114	0
shape	genus	Fold5	coccus	19	0	19	80	0.6356417261637283
shape	genus	Fold5	discoid	0	0	1	117	0
shape	genus	Fold5	elliptic	1	0	6	111	0.3681455358022633
shape	genus	Fold5	filamentous	0	0	1	117	0
shape	genus	Fold5	flat	0	0	1	117	0
shape	genus	Fold5	pleiomorphic cell	1	0	6	111	0.3681455358022633
shape	genus	Fold5	sigmoid	0	0	1	117	0
shape	genus	Fold5	spirillum	2	0	2	114	0.7009845293191765
shape	genus	Fold5	u-shaped	0	0	1	117	0
shape	genus	Fold6	bacillus	72	0	10	36	0.8289563383053072
shape	genus	Fold6	coccobacillus	0	0	6	112	0
shape	genus	Fold6	coccus	16	0	11	91	0.7271076593554708
shape	genus	Fold6	elliptic	3	0	12	103	0.4232380356047985
shape	genus	Fold6	filamentous	0	0	6	112	0
shape	genus	Fold6	flat	0	0	2	116	0
shape	genus	Fold6	pleiomorphic cell	1	0	10	107	0.2883384870930052
shape	genus	Fold6	spirillum	2	0	2	114	0.7009845293191765
shape	genus	Fold7	bacillus	74	0	10	34	0.8250672280098943
shape	genus	Fold7	bent filament	0	0	2	116	0
shape	genus	Fold7	clavate	0	0	1	117	0
shape	genus	Fold7	coccobacillus	0	0	5	113	0
shape	genus	Fold7	coccus	11	0	18	89	0.5616948708513392
shape	genus	Fold7	discoid	0	0	1	117	0
shape	genus	Fold7	elliptic	4	0	10	104	0.5105405263763904
shape	genus	Fold7	filamentous	0	0	1	117	0
shape	genus	Fold7	pleiomorphic cell	1	0	8	109	0.32173555939690107
shape	genus	Fold7	spirillum	6	0	2	110	0.858258202906994
shape	genus	Fold8	bacillus	72	0	9	36	0.8432740427115679
shape	genus	Fold8	bent filament	0	0	1	116	0
shape	genus	Fold8	clavate	0	0	2	115	0
shape	genus	Fold8	coccobacillus	0	0	1	116	0
shape	genus	Fold8	coccus	14	0	20	83	0.5760298551816015
shape	genus	Fold8	discoid	0	0	1	116	0
shape	genus	Fold8	elliptic	2	0	10	105	0.39009474880274697
shape	genus	Fold8	filamentous	0	0	4	113	0
shape	genus	Fold8	flat	0	0	1	116	0
shape	genus	Fold8	pleiomorphic cell	2	0	7	108	0.45683219257612856
shape	genus	Fold8	spirillum	0	0	3	114	0
shape	genus	Fold8	tetrahedral	0	0	1	116	0
shape	genus	Fold8	triangle	0	0	1	116	0
shape	genus	Fold9	bacillus	79	0	9	29	0.8277123023746792
shape	genus	Fold9	clavate	0	0	2	115	0
shape	genus	Fold9	coccobacillus	0	0	4	113	0
shape	genus	Fold9	coccus	10	0	14	93	0.6017886113165323
shape	genus	Fold9	discoid	0	0	1	116	0
shape	genus	Fold9	elliptic	2	0	8	107	0.4313779740804335
shape	genus	Fold9	filamentous	0	0	2	115	0
shape	genus	Fold9	pleiomorphic cell	1	0	6	110	0.36805975098557914
shape	genus	Fold9	spirillum	3	0	3	111	0.6977407149243606
shape	species	Fold1	bacillus	126	0	5	32	0.9120607192061709
shape	species	Fold1	coccus	18	0	1	144	0.9699664147459062
shape	species	Fold1	spirillum	7	0	0	156	1
shape	species	Fold1	staphylococcus	8	0	0	155	1
shape	species	Fold1	tail	3	0	0	160	1
shape	species	Fold10	bacillus	120	0	4	38	0.9357222006911877
shape	species	Fold10	coccus	19	0	2	141	0.9445146330829884
shape	species	Fold10	filamentous	1	0	0	161	1
shape	species	Fold10	spirillum	12	0	0	150	1
shape	species	Fold10	staphylococcus	2	0	0	160	1
shape	species	Fold10	tail	4	0	0	158	1
shape	species	Fold2	bacillus	123	0	1	39	0.9834312872662704
shape	species	Fold2	coccus	26	0	2	135	0.9565644992853402
shape	species	Fold2	spirillum	10	0	0	153	1
shape	species	Fold2	staphylococcus	1	0	0	162	1
shape	species	Fold2	tail	1	0	0	162	1
shape	species	Fold3	bacillus	127	0	2	34	0.9642623579286781
shape	species	Fold3	coccus	18	0	1	144	0.9699664147459062
shape	species	Fold3	filamentous	1	0	0	162	1
shape	species	Fold3	spirillum	7	0	0	156	1
shape	species	Fold3	staphylococcus	2	0	0	161	1
shape	species	Fold3	tail	7	0	0	156	1
shape	species	Fold4	bacillus	131	0	4	28	0.9214521550650767
shape	species	Fold4	coccus	18	0	3	142	0.9161925927418721
shape	species	Fold4	spirillum	6	0	0	157	1
shape	species	Fold4	staphylococcus	2	0	0	161	1
shape	species	Fold4	tail	0	0	1	162	0
shape	species	Fold5	bacillus	119	0	6	38	0.9067424210776831
shape	species	Fold5	coccus	23	0	1	139	0.9754425125234676
shape	species	Fold5	spirillum	9	0	0	154	1
shape	species	Fold5	staphylococcus	3	0	0	160	1
shape	species	Fold5	tail	5	0	0	158	1
shape	species	Fold6	bacillus	129	0	6	28	0.8870896823744279
shape	species	Fold6	coccus	17	0	1	145	0.9684914283976686
shape	species	Fold6	filamentous	0	0	1	162	0
shape	species	Fold6	spirillum	6	0	0	157	1
shape	species	Fold6	tail	3	0	0	160	1
shape	species	Fold7	bacillus	138	0	1	24	0.9762650896041792
shape	species	Fold7	coccus	15	0	0	148	1
shape	species	Fold7	spirillum	3	0	0	160	1
shape	species	Fold7	staphylococcus	1	0	0	162	1
shape	species	Fold7	tail	5	0	0	158	1
shape	species	Fold8	bacillus	127	0	2	33	0.9634517126757352
shape	species	Fold8	coccus	10	0	2	150	0.9068453126375147
shape	species	Fold8	filamentous	1	0	2	159	0.5737530362306162
shape	species	Fold8	spirillum	13	0	0	149	1
shape	species	Fold8	staphylococcus	4	0	0	158	1
shape	species	Fold8	tail	2	0	0	160	1
shape	species	Fold9	bacillus	124	0	4	34	0.9310082254145093
shape	species	Fold9	coccus	21	0	5	136	0.8826385083926176
shape	species	Fold9	spirillum	5	0	0	157	1
shape	species	Fold9	staphylococcus	2	0	0	160	1
shape	species	Fold9	tail	3	0	0	159	1
shape	strain	Fold1	bacillus	88	0	3	26	0.9311257025190667
shape	strain	Fold1	coccus	18	0	3	96	0.9116846116771036
shape	strain	Fold1	filamentous	2	0	0	115	1
shape	strain	Fold1	spirillum	3	0	0	114	1
shape	strain	Fold10	bacillus	85	0	2	29	0.9560222249632357
shape	strain	Fold10	coccus	19	0	1	96	0.9696422977402596
shape	strain	Fold10	filamentous	1	0	0	115	1
shape	strain	Fold10	spirillum	6	0	2	108	0.8581163303210332
shape	strain	Fold2	bacillus	77	0	3	37	0.943563723338281
shape	strain	Fold2	coccus	27	0	2	88	0.954119923063242
shape	strain	Fold2	filamentous	2	0	0	115	1
shape	strain	Fold2	spirillum	6	0	0	111	1
shape	strain	Fold3	bacillus	85	0	3	29	0.9356041436613904
shape	strain	Fold3	coccus	20	0	1	96	0.970856627956532
shape	strain	Fold3	spirillum	7	0	1	109	0.931152755752489
shape	strain	Fold4	bacillus	79	0	3	34	0.9409037857721808
shape	strain	Fold4	coccus	23	0	2	91	0.9487966345658277
shape	strain	Fold4	filamentous	1	0	2	113	0.5723078121815725
shape	strain	Fold4	spirillum	6	0	0	110	1
shape	strain	Fold5	bacillus	82	0	0	34	1
shape	strain	Fold5	coccus	23	0	1	92	0.9736676403347938
shape	strain	Fold5	filamentous	1	0	1	114	0.7040256912308268
shape	strain	Fold5	spirillum	7	0	1	108	0.9311135682956297
shape	strain	Fold6	bacillus	79	0	0	37	1
shape	strain	Fold6	coccus	26	0	4	86	0.9100264546419231
shape	strain	Fold6	filamentous	2	0	1	113	0.8129075675931996
shape	strain	Fold6	spirillum	4	0	0	112	1
shape	strain	Fold7	bacillus	71	0	3	42	0.9463062376923738
shape	strain	Fold7	coccus	23	0	6	87	0.861356769214109
shape	strain	Fold7	filamentous	2	0	0	114	1
shape	strain	Fold7	spirillum	10	0	1	105	0.9489544666420316
shape	strain	Fold8	bacillus	81	0	1	34	0.9795825036887403
shape	strain	Fold8	coccus	22	0	2	92	0.947186951223134
shape	strain	Fold8	filamentous	2	0	0	114	1
shape	strain	Fold8	spirillum	7	0	1	108	0.9311135682956297
shape	strain	Fold9	bacillus	75	0	1	40	0.9812098580948894
shape	strain	Fold9	coccus	35	0	1	80	0.9799078929868855
shape	strain	Fold9	filamentous	1	0	0	115	1
shape	strain	Fold9	spirillum	3	0	0	113	1
spore_shape	all	Fold1	elliptic	1	0	4	66	0.4342481186734475
spore_shape	all	Fold1	endospore	63	0	7	1	0.33541019662496846
spore_shape	all	Fold10	cell chain	0	0	1	69	0
spore_shape	all	Fold10	coccus	0	0	3	67	0
spore_shape	all	Fold10	elliptic	0	0	1	69	0
spore_shape	all	Fold10	endospore	60	0	9	1	0.29488391230979427
spore_shape	all	Fold2	bacillus	0	0	3	68	0
spore_shape	all	Fold2	coccus	0	0	3	68	0
spore_shape	all	Fold2	elliptic	2	0	3	66	0.6185537128270866
spore_shape	all	Fold2	endospore	61	0	5	5	0.6797949780052895
spore_shape	all	Fold2	sigmoid	0	0	1	70	0
spore_shape	all	Fold2	spirillum	0	0	1	70	0
spore_shape	all	Fold3	bacillus	0	0	1	70	0
spore_shape	all	Fold3	coccus	0	0	2	69	0
spore_shape	all	Fold3	elliptic	0	0	2	69	0
spore_shape	all	Fold3	endospore	66	0	5	0	0
spore_shape	all	Fold4	coccus	0	0	3	68	0
spore_shape	all	Fold4	elliptic	0	0	6	65	0
spore_shape	all	Fold4	endospore	61	0	7	3	0.5187655029575728
spore_shape	all	Fold5	coccus	0	0	5	66	0
spore_shape	all	Fold5	elliptic	0	0	1	70	0
spore_shape	all	Fold5	endospore	62	0	8	1	0.3137079827047734
spore_shape	all	Fold6	coccus	0	0	4	67	0
spore_shape	all	Fold6	elliptic	0	0	4	67	0
spore_shape	all	Fold6	endospore	67	0	3	1	0.48916839052182665
spore_shape	all	Fold7	bacillus	0	0	1	70	0
spore_shape	all	Fold7	coccus	0	0	3	68	0
spore_shape	all	Fold7	elliptic	1	0	4	66	0.4342481186734475
spore_shape	all	Fold7	endospore	57	0	12	2	0.34352936171490267
spore_shape	all	Fold8	coccus	0	0	1	70	0
spore_shape	all	Fold8	elliptic	1	0	1	69	0.7020378500174638
spore_shape	all	Fold8	endospore	64	0	6	1	0.36140316116210053
spore_shape	all	Fold9	bacillus	0	0	1	69	0
spore_shape	all	Fold9	branched	0	0	1	69	0
spore_shape	all	Fold9	cell chain	0	0	1	69	0
spore_shape	all	Fold9	coccus	0	0	2	68	0
spore_shape	all	Fold9	elliptic	1	0	2	67	0.5689213456924789
spore_shape	all	Fold9	endospore	60	0	6	4	0.6030226891555273
spore_shape	genus	Fold1	cell chain	0	0	1	9	0
spore_shape	genus	Fold1	coccus	0	0	3	7	0
spore_shape	genus	Fold1	elliptic	0	0	3	7	0
spore_shape	genus	Fold1	endospore	9	0	0	1	1
spore_shape	genus	Fold10	bacillus	0	0	1	8	0
spore_shape	genus	Fold10	coccus	0	0	3	6	0
spore_shape	genus	Fold10	elliptic	1	0	2	6	0.5
spore_shape	genus	Fold10	endospore	7	0	0	2	1
spore_shape	genus	Fold2	coccus	0	0	3	7	0
spore_shape	genus	Fold2	elliptic	0	0	3	7	0
spore_shape	genus	Fold2	endospore	9	0	0	1	1
spore_shape	genus	Fold3	bacillus	0	0	1	9	0
spore_shape	genus	Fold3	coccus	0	0	1	9	0
spore_shape	genus	Fold3	elliptic	0	0	1	9	0
spore_shape	genus	Fold3	endospore	8	0	0	2	1
spore_shape	genus	Fold3	sigmoid	0	0	1	9	0
spore_shape	genus	Fold3	spirillum	0	0	1	9	0
spore_shape	genus	Fold4	coccus	0	0	3	7	0
spore_shape	genus	Fold4	elliptic	1	0	4	5	0.3333333333333333
spore_shape	genus	Fold4	endospore	9	0	0	1	1
spore_shape	genus	Fold5	bacillus	0	0	1	9	0
spore_shape	genus	Fold5	coccus	0	0	3	7	0
spore_shape	genus	Fold5	elliptic	0	0	4	6	0
spore_shape	genus	Fold5	endospore	7	0	0	3	1
spore_shape	genus	Fold6	bacillus	0	0	2	7	0
spore_shape	genus	Fold6	coccus	0	0	4	5	0
spore_shape	genus	Fold6	elliptic	2	0	1	6	0.7559289460184544
spore_shape	genus	Fold6	endospore	7	0	0	2	1
spore_shape	genus	Fold7	coccus	0	0	4	5	0
spore_shape	genus	Fold7	elliptic	1	0	4	4	0.31622776601683794
spore_shape	genus	Fold7	endospore	6	0	1	2	0.7559289460184544
spore_shape	genus	Fold8	bacillus	0	0	1	8	0
spore_shape	genus	Fold8	coccus	0	0	2	7	0
spore_shape	genus	Fold8	elliptic	1	0	2	6	0.5
spore_shape	genus	Fold8	endospore	7	0	0	2	1
spore_shape	genus	Fold9	branched	0	0	1	8	0
spore_shape	genus	Fold9	cell chain	0	0	1	8	0
spore_shape	genus	Fold9	elliptic	0	0	4	5	0
spore_shape	genus	Fold9	endospore	6	0	0	3	1
