Attribute_group	Rank	Fold	Attribute	mcc
aerophilicity	species	Fold6	anaerobic	0.9501197470504892
aerophilicity	species	Fold6	facultatively_anaerobic	0.8612901765006714
aerophilicity	species	Fold7	aerobic	0.9508124994966402
aerophilicity	species	Fold7	anaerobic	0.9551662999231703
aerophilicity	species	Fold7	facultatively_anaerobic	0.786353135989351
aerophilicity	species	Fold8	aerobic	0.9568681885428274
aerophilicity	species	Fold8	anaerobic	0.9647827431126157
aerophilicity	species	Fold8	facultatively_anaerobic	0.8692269873603531
aerophilicity	species	Fold9	aerobic	0.9429529709076224
aerophilicity	species	Fold9	anaerobic	0.9345642152029583
aerophilicity	species	Fold9	facultatively_anaerobic	0.9472505114325187
aerophilicity	strain	Fold1	aerobic	0.9159491431009492
aerophilicity	strain	Fold1	anaerobic	0.9378013465754708
aerophilicity	strain	Fold1	facultatively_anaerobic	0.7772029710224353
aerophilicity	strain	Fold10	aerobic	0.9090389793379745
aerophilicity	strain	Fold10	anaerobic	0.9208691546577071
aerophilicity	strain	Fold10	facultatively_anaerobic	0.7260777782663272
aerophilicity	strain	Fold2	aerobic	0.9152984059687214
aerophilicity	strain	Fold2	anaerobic	0.9311391670756602
aerophilicity	strain	Fold2	facultatively_anaerobic	0.8224614048911217
aerophilicity	strain	Fold3	aerobic	0.9710289465237257
aerophilicity	strain	Fold3	anaerobic	0.9499312594388866
aerophilicity	strain	Fold3	facultatively_anaerobic	0.6933752452815363
aerophilicity	strain	Fold4	aerobic	0.915533162384065
aerophilicity	strain	Fold4	anaerobic	0.9435273723846194
aerophilicity	strain	Fold4	facultatively_anaerobic	0.7758452165535389
aerophilicity	strain	Fold5	aerobic	0.9711268023238979
aerophilicity	strain	Fold5	anaerobic	0.9136643851522572
aerophilicity	strain	Fold5	facultatively_anaerobic	0.7897400334213466
aerophilicity	strain	Fold6	aerobic	0.9654754565201837
aerophilicity	strain	Fold6	anaerobic	0.9351569050079455
aerophilicity	strain	Fold6	facultatively_anaerobic	0.8593154419571327
aerophilicity	strain	Fold7	aerobic	0.9376351673512653
aerophilicity	strain	Fold7	anaerobic	0.9536141610753783
aerophilicity	strain	Fold7	facultatively_anaerobic	0.7764268862406939
aerophilicity	strain	Fold8	aerobic	0.9542306231995438
aerophilicity	strain	Fold8	anaerobic	0.932118509023527
aerophilicity	strain	Fold8	facultatively_anaerobic	0.7956288929648151
aerophilicity	strain	Fold9	aerobic	0.9158828622927543
aerophilicity	strain	Fold9	anaerobic	0.9559700289805569
aerophilicity	strain	Fold9	facultatively_anaerobic	0.7183080025689689
